file_name,label
ef758bec-img_0731_box0_1.png,0
e14dd10b-img_0740_box0_8.png,0
e8b333ae-img_1155_box0_6.png,0
bb7793ed-img_0460_box0_5.png,0
e57dc4ba-img_0983_box0_5.png,0
c9897947-img_0808_box0_1.png,0
baac19c8-img_1612_box0_4.png,0
fa7a03ea-img_0353_box0_1.png,0
f02894ae-img_0184_box7_1.png,0
bab5d410-img_0977_box0_0.png,0
cb6fa2a4-img_1917_box0_7.png,0
bd5449ec-img_1676_box0_3.png,0
bd722347-img_1221_box0_0.png,0
e27d3f16-img_1770_box0_3.png,0
f945150e-img_0946_box0_0.png,0
dda0864d-img_1912_box0_7.png,0
e548446b-img_1490_box0_0.png,0
f567628d-img_1148_box0_1.png,0
c5638fb9-img_0377_box0_1.png,0
bf876c00-img_1632_box0_7.png,0
c3d0d2c1-img_1989_box0_8.png,0
fcd1d8c9-img_0195_box1_7.png,0
fa6c9720-img_0300_box0_9.png,0
db92ddb6-img_1111_box0_0.png,0
b3007a3e-img_0286_box0_2.png,0
e524ae78-img_0115_box1_0.png,0
f51bce8a-img_0348_box0_4.png,0
fc8a0cdd-img_0807_box0_6.png,0
f6b1e361-img_1260_box0_4.png,0
c091f53a-img_1124_box0_6.png,0
df91fe09-img_0541_box0_2.png,0
b9253686-img_0606_box0_6.png,0
f8c88cb5-img_1849_box0_0.png,0
c6f01859-img_0002_box0_0.png,0
da7d4eee-img_1488_box1_6.png,0
d2b04a8d-img_1500_box0_6.png,0
da561f1e-img_1014_box0_0.png,0
ed2a4138-img_0238_box0_0.png,0
bf876c00-img_1632_box0_1.png,0
d25cb498-img_1038_box0_4.png,0
d2c4ee86-img_0497_box0_2.png,0
f7995d97-img_1582_box0_4.png,0
bb625d57-img_1493_box0_2.png,0
bab5d410-img_0977_box0_6.png,0
dff2d15a-img_0293_box0_1.png,0
b681b5e8-img_0800_box0_0.png,0
b736e728-img_0321_box0_2.png,0
c178160c-img_1120_box1_2.png,0
dad7dc44-img_1442_box0_0.png,0
ed8915cc-img_1023_box0_1.png,0
f242adf2-img_1139_box1_7.png,0
cbd11712-img_1132_box0_6.png,0
d4cdc239-img_1755_box0_8.png,0
c1cb1fd6-img_0093_box0_0.png,0
efa7f1b3-img_1562_box0_3.png,0
f02894ae-img_0184_box3_6.png,0
e8b333ae-img_1155_box1_1.png,0
f4e694e9-img_1559_box0_2.png,0
dc000f60-img_0292_box0_6.png,0
c3d0d2c1-img_1989_box0_0.png,0
f59c0567-img_0442_box0_3.png,0
bb8c64bb-img_1176_box0_1.png,0
c1de7f6f-img_1578_box0_6.png,0
bfdd0eb6-img_1683_box0_6.png,0
ccb9a03c-img_0199_box0_6.png,0
ef12392f-img_1742_box0_0.png,0
eea8cde2-img_0434_box0_0.png,0
cd6b3923-img_0665_box0_8.png,0
dd6bd05e-img_1396_box0_0.png,0
cffab8b6-img_1033_box0_3.png,0
e36c625f-img_0528_box0_0.png,0
cc9e0c53-img_1863_box0_7.png,0
dff2d15a-img_0293_box0_3.png,0
bc6e16f5-img_0860_box0_0.png,0
bc2bacb2-img_0797_box0_0.png,0
c2c9ebed-img_1096_box0_0.png,0
dd239d0a-img_0019_box0_0.png,0
bee73163-img_0999_box0_6.png,0
ca487165-img_0263_box0_0.png,0
ba42e381-img_0913_box0_0.png,0
f02894ae-img_0184_box5_2.png,0
eb977267-img_0971_box0_0.png,0
ed2a4138-img_0238_box0_1.png,0
f0561c12-img_1819_box0_1.png,0
e138badb-img_1536_box0_6.png,0
f59c0567-img_0442_box0_0.png,0
e293948e-img_0518_box0_0.png,0
bd4667b1-img_1179_box0_2.png,0
d6e84e6d-img_0586_box0_1.png,0
e6b0ec02-img_1901_box0_3.png,0
b736e728-img_0321_box0_0.png,0
f152cd38-img_0094_box0_0.png,0
ecc53255-img_0427_box0_0.png,0
e0ab5309-img_0416_box0_0.png,0
ebaef50e-img_1495_box0_6.png,0
c7db387b-img_0790_box0_0.png,0
f02894ae-img_0184_box0_6.png,0
f467608e-img_0333_box0_0.png,0
fcd1d8c9-img_0195_box0_1.png,0
cc8f58bf-img_1914_box0_0.png,0
b98a1d9b-img_1123_box0_7.png,0
ed8915cc-img_1023_box0_0.png,0
c0df70ac-img_1623_box0_8.png,0
bc711ef4-img_1649_box0_0.png,0
fcd1d8c9-img_0195_box0_3.png,0
e5009a40-img_1258_box0_6.png,0
bb7793ed-img_0460_box0_0.png,0
c5638fb9-img_0377_box0_9.png,0
d25cb498-img_1038_box0_0.png,0
cc6acb8b-img_0457_box0_0.png,0
c9dd45a7-img_0201_box0_6.png,0
f02894ae-img_0184_box4_6.png,0
d3bf80f1-img_0961_box0_0.png,0
b523d116-img_1790_box0_0.png,0
e27d3f16-img_1770_box0_0.png,0
ead7fa43-img_1405_box0_6.png,0
e5016549-img_1693_box0_2.png,0
e60040d8-img_1375_box0_0.png,0
0b29c0c0-img_1254_box0_2.png,0
f02894ae-img_0184_box6_0.png,0
b523d116-img_1790_box0_6.png,0
c1d1f24d-img_1142_box1_5.png,0
d3a084d6-img_0318_box0_0.png,0
b3007a3e-img_0286_box0_3.png,0
d20b9204-img_0582_box0_0.png,0
b575bda8-img_0378_box0_0.png,0
dd6bd05e-img_1396_box0_6.png,0
ec10a42d-img_0553_box0_9.png,0
e70411e3-img_1636_box0_0.png,0
0a8fdbf9-img_1846_box0_0.png,0
be9736f9-img_1454_box0_2.png,0
e13a2f38-img_1392_box0_0.png,0
f02894ae-img_0184_box7_2.png,0
dcd5e01d-img_0296_box0_2.png,0
e69265f9-img_0906_box0_0.png,0
b08288a2-img_1610_box0_3.png,0
b9253686-img_0606_box0_2.png,0
0a4ed302-img_0779_box0_7.png,0
e733638a-img_1235_box2_0.png,0
f4f74b49-img_0096_box0_0.png,0
e23828a1-img_1154_box0_4.png,0
f848590b-img_2018_box0_8.png,0
c4b838c5-img_0260_box0_1.png,0
e138badb-img_1536_box0_0.png,0
d20ced95-img_1699_box0_6.png,0
db2ed460-img_0968_box0_6.png,0
c6813a00-img_1784_box0_0.png,0
c5b1fcb9-img_1149_box1_0.png,0
c9e837cd-img_1640_box0_4.png,0
