text,file_name
05624410516,0a4ed302-img_0779_box0.png
1270931221,0a5bf5ea-img_1234_box0.png
0372228143,0a8fdbf9-img_1846_box0.png
06515810816,0a9c6e93-img_0108_box0.png
2145911242,0a555df3-img_1303_box0.png
16518611316,0aa9d7b2-img_1729_box0.png
1150911243,0adb79cc-img_1877_box0.png
1907111226,0b2d1bf4-img_1878_box0.png
08852110916,0b013a66-img_1409_box0.png
06083111616,0b29c0c0-img_1254_box0.png
1124110842,0b33c511-img_0451_box0.png
05720811316,0b65fc5b-img_1306_box0.png
0426310922,0b05970b-img_1022_box0.png
05293919916,0bb6fc15-img_0565_box0.png
1333510835,0bde1e92-img_0491_box0.png
0404219941,0be49d00-img_1778_box0.png
0861611230,0bf13796-img_0789_box0.png
19366311316,0c4a7400-img_1771_box0.png
0697410043,0c071a1a-img_1710_box0.png
09244710005,0c787fd2-img_1930_box0.png
0288639725,00c4084f-img_0422_box0.png
1122011216,0c8274ea-img_0579_box0.png
1798011335,0cca3bb6-img_0478_box0.png
00344312405,0cd160e6-img_0409_box0.png
6742210816,0d42a967-img_1104_box0.png
12606511316,0d49d0df-img_1206_box0.png
00121331416,00da7e46-img_0085_box0.png
0468519516,0df54e09-img_0727_box0.png
09159410916,0dfed099-img_0718_box0.png
1355030109,0e9a9e53-img_1931_box0.png
03082811516,0ea29b74-img_1704_box0.png
05443410116,0eb9e277-img_0522_box0.png
0694811443,0ee8a8ea-img_1726_box0.png
03152711416,0ee64032-img_1898_box0.png
0226239635,0eedb10f-img_0915_box0.png
0449511418,0f2fc44c-img_1419_box0.png
0947610835,0f7eaa08-img_0549_box0.png
1288211325,0f8ddf90-img_1663_box0.png
3024511309,0f35b230-img_1978_box0.png
04095811716,0f6755af-img_0584_box0.png
0571819843,00f10794-img_1529_box0.png
11405011216,0fb70585-img_0208_box0.png
0882811035,0fbfc127-img_1119_box0.png
08868411510,0fbfc127-img_1119_box1.png
3059010616,0fbfc127-img_1119_box2.png
02566711316,0fbfc127-img_1119_box3.png
4631011116,0fc39c7d-img_0855_box0.png
3672211016,0fe83df9-img_1672_box0.png
0601131435,1a1ece62-img_1637_box0.png
10375010916,1a3bb82c-img_1690_box0.png
14619111416,1a9e2f1e-img_1775_box0.png
05827611516,1a66acbe-img_1803_box0.png
00370912405,1a482c49-img_0273_box0.png
2626810416,1a804c76-img_0823_box0.png
1643010816,1a371828-img_1489_box0.png
16420611316,1aa345b0-img_1768_box0.png
3109311309,1aac4eeb-img_1073_box0.png
0449511418,1ac3a603-img_1433_box0.png
11247411116,1af93088-img_1597_box0.png
0957910716,1b4d07f8-img_0018_box0.png
02460911616,1b83fde6-img_1141_box0.png
1111510509,1b569e1c-img_0534_box0.png
3712610616,20bb4db9-img_0775_box1.png
01620419216,b0b29a7b-img_1191_box1.png
0057731505,9dd2bb22-img_0910_box1.png
0536951721,b01af453-img_0400_box0.png
00312821016,cf40155b-img_1128_box1.png
0435110416,e739e8a0-img_0132_box0.png
1067518428,6bede902-img_0741_box1.png
06326011815,c4a117dd-img_0520_box1.png
0504731123,73c9791b-img_1117_box1.png
5475911016,823ea418-img_0133_box0.png
0353710443,efc4131c-img_1616_box1.png
12981111316,71d1dd0d-img_0146_box0.png
3106411331,e6b21c5c-img_1138_box2.png
09972511116,051148ac-img_0126_box1.png
04590011416,4e0a381f-img_1051_box1.png
17248211416,133c7815-img_1346_box0.png
01605311516,de074a68-img_1703_box1.png
0647010516,e50ecb8d-img_0138_box0.png
02263010619,c75b24cc-img_0220_box0.png
3849010016,9ac3a3dd-img_0086_box0.png
3503110816,7266b528-img_0017_box0.png
03474611202,ccc6f9d7-img_0203_box1.png
8501411116,e8d289d6-img_0107_box0.png
0343811309,0847a7f8-img_0158_box1.png
0039921018,0584d8c5-img_1814_box0.png
0050531143,19a962ef-img_1389_box1.png
2388210516,98b10e32-img_0082_box1.png
0450011043,626c60f3-img_1351_box1.png
4993510716,abd01a62-img_1913_box1.png
1289611135,b4ba31d5-img_0724_box0.png
11943811216,32130689-img_0141_box0.png
1492019016,6ad19bd7-img_0834_box0.png
2722111116,97064826-img_0105_box0.png
3144310016,f3fb8639-img_0032_box0.png
15432311216,04521a5a-img_0121_box0.png
05194911316,660b82b8-img_0124_box0.png
3703311216,a3360f85-img_0118_box0.png
11781311416,f3746fd4-img_0104_box0.png
14905311216,c1305e85-img_0099_box0.png
0441800016,bd1a6bf8-img_1200_box1.png
2415010716,acbc8d27-img_0154_box0.png
02449611416,e3ee750b-img_0131_box0.png
33313411016,c9c1b664-img_0098_box0.png
07810210816,6ec31bdd-img_0028_box0.png
6783011216,e66e5640-img_0068_box1.png
04538431416,646c1f21-img_0242_box1.png
11940611316,c4ad61c8-img_0021_box0.png
0747310144,ccc6f9d7-img_0203_box0.png
04245311816,5ffbaa9b-img_1584_box0.png
07128311616,c4c9ac4e-img_0051_box0.png
07810210816,9f0f40e5-img_0025_box0.png
0603911442,7acc885f-img_0122_box0.png
06063811316,202567a0-img_0029_box0.png
1582511227,b59dd6c5-img_0140_box0.png
0603911442,9a6e62ba-img_0119_box0.png
03978911516,f152cd38-img_0094_box0.png
03978911616,c1cb1fd6-img_0093_box0.png
6691111116,e9362cf5-img_0080_box0.png
01610111616,33dcd9b7-img_0035_box0.png
04866112216,fcd1d8c9-img_0195_box2.png
10287111916,09508290-img_0048_box0.png
00121331416,00da7e46-img_0085_box0.png
1268210831,e6b21c5c-img_1138_box1.png
